percentage,concepts,secs
1.0,54,7.43
1.0,12,5.88
1.0,16,5.85
0.0,28,5.71
1.0,26,5.96
17.0,37,266.84
1.0,8,36.55
25.0,10,363.61
24.0,10,291.1
38.0,1,248.08
47.0,1,120.03
37.0,1,115.52
21.0,4,330.05
26.0,2,203.79
35.0,1,242.74
50.0,3,137.69
23.0,9,317.67
26.0,6,270.54
33.0,4,291.09
23.0,16,182.21
16.0,14,196.23
19.0,14,248.01
23.0,5,110.95
28.0,6,144.83
23.0,9,152.95
5.0,4,36.78
8.0,19,149.82
22.0,11,168.26
20.0,77,395.83
18.0,89,322.24
9.0,77,266.11
31.0,84,513.3
10.0,60,151.08
15.0,34,136.72
11.0,2,9.64
28.0,41,559.19
3.0,74,47.4
6.0,25,45.2
44.0,4,304.79
33.0,5,235.29
4.0,46,50.1
44.0,20,201.11
39.0,40,561.0
24.0,35,131.26
31.0,54,403.38
5.0,52,42.32
24.0,33,259.4
3.0,20,27.6
2.0,14,15.0
1.0,25,10.0
0.0,40,8.85
0.0,61,7.62
1.0,56,7.9
0.0,27,6.73
1.0,11,6.16
37.0,3,168.62
22.0,3,164.92
2.0,4,9.99
29.0,25,357.65
28.0,8,614.0
0.0,8,5.57
1.0,2,5.17
1.0,5,5.47
0.0,6,5.58
0.0,12,5.39
1.0,7,6.16
1.0,6,6.19
1.0,5,5.31
1.0,4,6.2
6.0,10,74.0
18.0,22,223.91
28.0,19,280.65
17.0,12,187.5
19.0,20,248.0
46.0,8,425.25
40.0,11,178.05
27.0,7,277.65
21.0,3,164.13
14.0,12,165.67
22.0,8,150.21
25.0,12,204.53
21.0,28,283.74
17.0,13,143.22
8.0,54,204.37
3.0,12,31.62
6.0,7,39.04
3.0,11,20.38
8.0,25,58.11
29.0,18,327.81
22.0,2,222.27
33.0,1,198.31
16.0,1,122.39
32.0,14,558.72
15.0,46,703.16
20.0,29,495.27
14.0,16,381.38
0.0,46,6.41
0.0,42,5.66
0.0,42,5.69
0.0,41,6.06
1.0,31,6.28
37.0,25,277.03
44.0,10,188.46
3.0,14,88.19
16.0,17,143.96
25.0,32,391.9
23.0,22,189.84
36.0,9,176.17
22.0,2,284.75
5.0,25,63.65
27.0,14,199.17
36.0,22,157.73
24.0,63,298.42
24.0,73,504.01
24.0,37,205.44
40.0,38,245.36
17.0,19,329.15
35.0,39,572.71
43.0,16,805.0
4.0,26,59.0
0.0,24,5.0
0.0,40,5.0
1.0,32,27.0
1.0,19,5.0
2.0,29,25.0
36.0,16,391.0
27.0,8,225.6
25.0,13,195.49
14.0,30,179.53
26.0,1,354.9
21.0,17,211.67
18.0,10,147.26
22.0,6,158.38
12.0,59,123.81
23.0,20,273.39
24.0,23,441.91
23.0,32,467.1
26.0,27,293.55
40.0,23,177.5
29.0,16,285.37
28.0,11,138.5
40.0,13,304.25
31.0,26,532.32
40.0,9,303.02
23.0,16,206.8
36.0,13,229.33
32.0,9,184.23
28.0,9,82.9
25.0,31,262.39
25.0,18,179.7
26.0,37,373.3
27.0,34,275.11
48.0,25,330.63
37.0,18,337.82
21.0,18,316.4
26.0,4,376.51
37.0,15,402.05
44.0,7,141.33
1.0,10,5.33
41.0,10,275.12
18.0,13,203.69
24.0,12,235.03
20.0,12,212.13
27.0,43,221.23
46.0,40,249.93
48.0,28,207.77
50.0,20,96.63
29.0,26,119.08
43.0,17,133.17
41.0,18,127.42
35.0,23,141.0
14.0,12,265.49
1.0,37,22.77
10.0,12,192.38
18.0,15,366.14
22.0,28,199.38
27.0,13,290.88
34.0,12,135.99
3.0,4,34.61
4.0,2,22.71
3.0,4,22.75
3.0,2,21.6
2.0,1,16.98
5.0,6,18.08
2.0,9,16.1
2.0,3,16.07
2.0,5,13.91
2.0,3,13.58
2.0,3,14.47
3.0,5,15.14
3.0,10,14.15
29.0,47,405.42
13.0,15,441.28
15.0,6,364.15
34.0,10,467.38
37.0,4,338.68
48.0,6,147.45
25.0,7,501.13
27.0,5,196.36
45.0,31,176.13
1.0,51,8.86
37.0,50,279.92
29.0,30,300.76
30.0,38,343.89
15.0,47,543.91
2.0,3,7.06
6.0,10,12.53
1.0,16,16.41
4.0,3,17.55
1.0,36,15.94
1.0,18,12.55
2.0,12,12.91
1.0,37,13.35
4.0,9,11.2
1.0,5,10.83
2.0,1,10.73
2.0,4,9.49
1.0,17,11.26
1.0,25,13.15
2.0,11,7.73
2.0,5,10.1
33.0,8,278.49
18.0,10,198.91
9.0,17,110.0
51.0,20,520.1
25.0,29,351.06
16.0,10,636.0
13.0,19,349.67
39.0,6,358.57
27.0,35,802.5
13.0,2,258.0
26.0,6,504.0
3.0,14,47.95
41.0,5,163.79
31.0,5,239.57
17.0,3,116.55
13.0,11,86.8
8.0,4,102.84
22.0,6,71.83
16.0,6,81.37
10.0,10,90.08
1.0,17,12.08
1.0,13,11.72
0.0,6,8.28
11.0,2,20.05
4.0,7,23.52
24.0,9,363.36
31.0,11,219.25
37.0,7,255.99
34.0,11,431.87
1.0,19,14.09
2.0,4,8.79
1.0,16,11.76
1.0,12,10.11
53.0,2,429.67
48.0,1,532.5
36.0,1,299.54
38.0,1,565.46
43.0,1,357.27
36.0,3,422.75
6.0,3,38.72
0.0,28,9.73
1.0,16,10.1
32.0,8,374.6
11.0,2,65.64
7.0,5,68.24
7.0,5,64.93
7.0,2,65.21
10.0,16,63.68
6.0,5,44.48
8.0,1,69.56
36.0,18,338.32
45.0,14,470.06
50.0,13,547.81
1.0,27,11.65
2.0,8,9.78
4.0,3,10.92
0.0,11,7.83
28.0,3,294.41
23.0,12,598.27
52.0,5,755.0
15.0,3,191.0
27.0,31,395.0
24.0,30,587.0
29.0,46,526.83
31.0,50,564.5
51.0,2,557.14
16.0,11,398.47
15.0,14,185.55
37.0,11,202.8
42.0,16,252.7
36.0,39,699.7
39.0,27,710.8
37.0,9,278.9
23.0,19,431.88
33.0,14,717.77
30.0,28,468.85
34.0,23,484.2
11.0,3,65.0
9.0,8,66.67
51.0,8,302.67
31.0,8,308.25
35.0,8,218.75
8.0,9,77.27
16.0,73,207.84
33.0,12,134.69
40.0,2,61.41
8.0,13,305.29
43.0,13,179.8
37.0,42,235.26
49.0,15,250.97
37.0,22,271.73
22.0,84,449.21
24.0,36,142.88
22.0,68,306.32
12.0,83,514.22
1.0,20,8.33
1.0,1,8.33
4.0,24,49.44
32.0,32,252.3
9.0,30,59.32
35.0,19,249.98
36.0,28,451.1
11.0,56,111.05
26.0,35,338.05
54.0,22,219.45
29.0,63,393.97
20.0,21,245.77
16.0,7,277.63
21.0,36,278.29
38.0,29,202.56
54.0,31,245.9
44.0,27,223.29
23.0,15,64.87
21.0,15,368.19
14.0,6,122.25
26.0,14,164.26
1.0,9,5.42
0.0,24,5.55
1.0,25,5.21
18.0,13,264.28
16.0,122,470.29
29.0,15,446.03
28.0,41,269.09
24.0,72,258.32
35.0,44,427.82
28.0,24,336.12
27.0,18,123.37
5.0,2,41.95
11.0,28,266.38
8.0,62,299.88
4.0,27,58.33
7.0,38,121.22
16.0,39,293.07
13.0,42,286.56
1.0,4,12.2
1.0,7,8.2
37.0,22,124.26
25.0,10,157.67
1.0,19,9.29
17.0,24,177.03
22.0,1,347.47
35.0,11,92.74
36.0,19,121.43
2.0,71,56.52
56.0,10,70.32
17.0,14,55.87
2.0,45,36.82
4.0,28,41.4
0.0,21,11.66
19.0,1,196.43
50.0,3,544.05
37.0,2,610.67
43.0,3,677.62
49.0,13,741.75
85.0,7,1098.1
50.0,8,558.34
49.0,6,175.98
34.0,12,286.58
30.0,14,334.38
52.0,8,296.0
50.0,6,397.0
38.0,11,358.0
26.0,10,314.77
32.0,8,193.0
63.0,7,111.2
40.0,3,98.5
36.0,21,543.93
1.0,10,12.6
4.0,2,7.61
2.0,5,13.13
1.0,5,7.81
1.0,8,6.5
1.0,11,7.05
3.0,25,43.26
12.0,36,173.5
22.0,35,346.08
21.0,37,371.0
25.0,31,323.56
39.0,42,604.75
5.0,24,64.82
38.0,1,290.8
13.0,5,255.22
29.0,12,213.16
34.0,18,245.2
36.0,4,140.27
34.0,15,283.69
16.0,46,281.02
25.0,13,134.04
18.0,16,283.7
38.0,13,220.6
25.0,8,79.02
15.0,19,151.12
20.0,40,384.25
8.0,48,202.69
32.0,3,127.77
21.0,27,308.78
28.0,18,384.0
18.0,22,325.34
23.0,20,533.96
33.0,4,71.18
26.0,47,386.21
31.0,31,356.3
23.0,48,354.0
21.0,39,298.65
31.0,38,403.28
25.0,25,211.11
26.0,13,72.13
19.0,7,102.14
28.0,18,306.47
35.0,42,510.0
28.0,33,398.0
27.0,24,548.7
35.0,143,674.6
21.0,19,235.17
20.0,25,354.25
37.0,13,426.63
41.0,25,349.42
32.0,13,196.95
17.0,9,155.41
36.0,4,209.7
19.0,31,374.21
13.0,38,301.46
27.0,13,120.89
38.0,13,164.0
54.0,17,295.75
45.0,22,447.83
33.0,23,265.44
41.0,12,162.0
45.0,10,240.75
57.0,11,177.25
10.0,16,53.75
29.0,27,223.28
23.0,25,282.07
23.0,19,266.5
31.0,28,345.05
10.0,18,80.66
33.0,6,241.14
17.0,11,152.73
18.0,26,550.63
14.0,16,190.2
26.0,10,549.5
22.0,29,465.15
4.0,20,60.0
1.0,37,12.13
31.0,4,177.41
18.0,8,134.68
10.0,32,111.52
26.0,10,184.4
24.0,9,165.07
15.0,16,262.9
35.0,21,342.48
37.0,24,241.62
22.0,35,428.42
17.0,15,145.78
14.0,30,198.4
2.0,40,47.5
37.0,1,145.35
14.0,6,169.72
5.0,2,31.5
46.0,22,740.5
13.0,7,131.5
38.0,18,382.0
26.0,28,277.64
26.0,9,121.31
21.0,19,195.78
28.0,14,242.4
37.0,32,490.4
32.0,37,493.87
30.0,25,381.55
46.0,11,171.0
20.0,31,291.31
26.0,45,159.26
20.0,46,249.55
19.0,29,246.88
10.0,45,130.5
26.0,2,188.22
25.0,8,331.77
35.0,5,406.4
25.0,8,711.84
8.0,4,100.47
3.0,2,22.59
28.0,14,381.36
13.0,6,107.02
29.0,7,624.04
0.0,1,0.0
14.0,4,250.05
31.0,1,195.75
14.0,4,377.77
28.0,3,1038.43
33.0,26,370.54
24.0,44,421.62
30.0,66,648.92
24.0,96,282.65
29.0,17,289.0
28.0,7,261.26
50.0,8,475.87
21.0,7,306.51
28.0,52,613.26
35.0,24,219.58
40.0,17,359.1
1.0,22,11.23
22.0,100,332.11
31.0,63,458.59
28.0,39,362.35
29.0,92,555.38
31.0,95,419.01
33.0,55,477.29
16.0,123,869.72
20.0,77,719.38
16.0,82,795.28
17.0,99,783.6
28.0,70,387.89
24.0,71,362.48
39.0,57,257.46
30.0,38,491.25
26.0,50,610.63
31.0,78,225.33
33.0,74,319.98
31.0,75,314.97
40.0,18,302.59
31.0,85,427.03
29.0,11,559.01
29.0,14,750.15
21.0,12,258.38
16.0,16,276.0
33.0,19,706.6
27.0,2,67.15
56.0,3,106.4
47.0,18,288.7
20.0,3,108.78
23.0,17,208.87
24.0,3,86.14
47.0,7,228.65
52.0,4,208.75
21.0,6,49.15
17.0,13,156.54
45.0,15,809.88
30.0,13,468.29
26.0,8,235.45
14.0,7,117.69
39.0,7,336.73
53.0,3,321.99
45.0,5,348.93
34.0,8,334.95
60.0,1,39.5
23.0,4,190.75
29.0,9,375.51
51.0,1,159.57
16.0,7,78.68
35.0,14,798.32
33.0,22,332.93
40.0,8,292.36
26.0,12,586.46
14.0,8,145.75
22.0,9,241.85
32.0,13,547.63
13.0,9,131.14
8.0,25,328.35
23.0,44,361.54
35.0,11,85.3
36.0,12,116.69
15.0,33,333.5
19.0,24,368.69
21.0,36,595.62
12.0,2,80.89
29.0,31,251.18
38.0,8,395.12
24.0,6,345.01
35.0,5,397.17
38.0,2,454.24
35.0,7,447.06
46.0,7,654.0
1.0,3,10.0
35.0,13,392.0
50.0,9,501.95
25.0,8,184.91
28.0,12,167.39
22.0,10,206.54
34.0,4,121.47
21.0,37,212.09
27.0,43,586.54
1.0,36,5.92
6.0,13,15.16
2.0,67,25.69
11.0,22,21.36
3.0,32,12.1
4.0,7,56.88
29.0,27,614.5
1.0,12,5.33
43.0,26,443.17
1.0,2,6.8
7.0,8,53.37
21.0,33,257.09
14.0,25,120.32
1.0,39,47.66
31.0,29,584.12
23.0,36,483.56
28.0,37,664.73
2.0,28,25.22
9.0,26,213.96
10.0,33,136.33
18.0,31,402.23
38.0,14,390.71
42.0,11,291.32
33.0,34,493.98
50.0,17,388.03
23.0,3,166.34
26.0,14,237.97
25.0,11,248.83
26.0,19,335.69
22.0,9,114.03
21.0,4,88.62
3.0,10,32.67
4.0,7,30.96
3.0,19,28.38
4.0,2,25.38
3.0,7,26.11
30.0,15,605.0
30.0,56,336.43
30.0,43,236.31
25.0,32,198.9
26.0,34,240.4
23.0,47,267.81
24.0,26,160.7
27.0,26,215.9
25.0,35,233.79
23.0,41,219.93
43.0,7,331.33
16.0,41,170.73
10.0,48,89.06
6.0,28,32.27
26.0,29,649.1
21.0,34,375.3
19.0,9,256.0
28.0,9,455.0
9.0,10,53.0
29.0,20,566.58
2.0,2,11.85
1.0,4,14.25
2.0,2,10.47
2.0,4,14.7
2.0,2,11.41
1.0,1,12.7
2.0,1,12.72
2.0,2,13.55
1.0,2,10.27
2.0,1,10.89
1.0,2,9.86
2.0,1,12.85
3.0,4,11.83
2.0,4,11.85
2.0,2,11.55
1.0,2,11.68
34.0,11,98.46
33.0,13,594.89
29.0,7,352.36
25.0,6,398.14
21.0,20,492.19
27.0,13,443.71
38.0,14,350.16
35.0,16,586.66
40.0,7,311.56
34.0,10,397.78
38.0,5,373.3
30.0,17,173.39
20.0,36,372.89
41.0,8,429.02
37.0,12,533.43
45.0,11,390.75
45.0,5,410.57
38.0,2,303.44
33.0,5,348.9
42.0,7,305.11
27.0,12,222.43
25.0,14,179.38
20.0,23,267.87
15.0,31,171.73
11.0,13,137.47
12.0,14,116.67
13.0,15,127.65
6.0,14,54.54
4.0,15,34.25
1.0,7,11.39
2.0,9,15.97
18.0,7,110.1
51.0,16,443.57
25.0,7,423.77
38.0,10,170.19
39.0,16,219.42
25.0,13,160.72
12.0,31,184.04
23.0,5,118.37
3.0,9,36.02
1.0,11,18.09
2.0,9,21.31
1.0,23,13.88
1.0,13,15.47
7.0,10,44.28
41.0,2,355.86
13.0,39,103.74
13.0,40,165.13
5.0,6,47.57
3.0,9,21.12
3.0,14,23.57
2.0,17,19.62
2.0,15,21.3
2.0,9,17.78
22.0,5,421.98
34.0,13,277.99
33.0,25,582.08
25.0,26,452.04
23.0,36,528.67
7.0,7,65.89
55.0,2,233.77
5.0,4,80.86
6.0,1,62.58
5.0,1,57.0
35.0,12,440.13
24.0,8,393.3
40.0,11,423.26
27.0,9,291.97
33.0,6,289.26
25.0,8,349.13
28.0,24,461.8
29.0,12,258.82
10.0,13,78.84
5.0,21,93.67
14.0,19,304.97
17.0,21,202.54
8.0,17,109.59
4.0,27,95.62
53.0,20,505.83
44.0,20,447.24
45.0,24,294.44
43.0,15,304.6
33.0,19,316.1
1.0,20,21.35
2.0,19,18.68
1.0,23,13.42
1.0,18,13.82
1.0,27,10.6
1.0,28,10.2
4.0,19,108.81
1.0,26,12.34
1.0,25,10.38
1.0,23,10.3
0.0,31,8.52
32.0,23,465.73
24.0,8,373.92
29.0,6,350.78
34.0,2,351.82
32.0,8,470.99
30.0,4,448.38
23.0,7,304.66
5.0,20,69.04
1.0,4,11.84
1.0,8,13.84
2.0,1,12.61
1.0,3,12.37
1.0,3,12.47
0.0,45,7.24
32.0,15,261.17
57.0,1,65.08
50.0,23,633.0
22.0,21,288.7
7.0,25,107.5
32.0,13,335.62
35.0,12,105.08
1.0,15,16.22
7.0,30,132.59
3.0,21,45.78
32.0,20,144.5
1.0,23,9.97
1.0,21,9.35
1.0,24,9.22
0.0,21,7.06
1.0,15,5.78
1.0,11,6.3
1.0,9,6.3
0.0,30,6.59
35.0,4,193.33
27.0,34,207.75
45.0,1,273.33
18.0,31,153.23
45.0,43,430.0
3.0,4,14.55
1.0,2,12.59
1.0,3,11.9
36.0,13,270.73
40.0,8,91.44
2.0,3,13.07
4.0,11,61.64
5.0,2,44.32
6.0,8,56.21
10.0,7,59.69
6.0,22,123.47
19.0,25,504.59
9.0,10,15.61
3.0,22,44.34
28.0,50,557.98
34.0,2,156.42
1.0,5,17.56
27.0,25,245.78
29.0,12,202.82
25.0,18,153.26
36.0,27,234.47
44.0,10,147.95
35.0,10,236.6
28.0,21,237.76
43.0,26,307.08
14.0,58,217.25
1.0,20,10.84
30.0,1,287.2
29.0,1,170.97
22.0,48,374.6
19.0,7,358.04
20.0,9,257.05
37.0,13,195.05
28.0,16,172.32
30.0,20,261.06
32.0,16,184.62
16.0,29,196.0
32.0,17,265.28
39.0,16,388.82
44.0,7,206.53
27.0,22,255.0
26.0,18,190.75
45.0,14,349.0
49.0,2,118.78
36.0,3,59.0
56.0,5,147.83
35.0,10,259.65
5.0,20,131.21
16.0,61,204.61
21.0,47,216.05
52.0,9,81.18
32.0,20,276.93
48.0,7,89.01
30.0,20,400.82
40.0,12,173.04
45.0,7,204.92
35.0,3,238.6
25.0,22,239.1
20.0,23,194.52
31.0,35,393.15
16.0,24,153.23
24.0,27,254.34
1.0,37,7.76
1.0,46,7.86
15.0,22,287.5
2.0,23,48.0
2.0,11,19.27
1.0,17,17.5
4.0,31,50.02
7.0,35,70.39
2.0,36,31.88
3.0,49,51.88
16.0,11,205.55
1.0,14,8.29
37.0,9,70.44
27.0,12,308.11
10.0,1,50.14
16.0,1,39.05
10.0,2,89.88
17.0,7,324.55
21.0,8,488.25
62.0,2,290.0
32.0,3,347.74
9.0,16,179.11
22.0,6,393.58
2.0,26,33.08
30.0,5,282.65
16.0,31,228.33
1.0,11,10.0
15.0,13,151.63
3.0,8,49.2
21.0,20,314.72
23.0,17,387.54
32.0,6,220.15
25.0,27,587.76
19.0,14,406.21
37.0,4,428.89
35.0,20,316.73
39.0,1,189.66
20.0,21,277.67
19.0,5,374.5
28.0,11,428.98
33.0,34,328.55
19.0,15,105.4
26.0,40,438.68
26.0,31,277.0
21.0,99,304.8
26.0,18,97.88
41.0,9,123.28
26.0,32,180.87
18.0,26,137.61
59.0,19,337.3
20.0,6,214.77
4.0,27,78.4
5.0,16,80.18
25.0,6,301.7
40.0,11,291.95
18.0,20,169.1
24.0,21,336.86
35.0,4,188.5
33.0,2,227.12
27.0,3,542.52
30.0,5,305.48
41.0,4,563.95
1.0,33,9.97
25.0,28,278.0
8.0,23,53.66
16.0,19,42.82
23.0,9,56.16
19.0,13,59.51
9.0,64,107.85
21.0,49,186.6
7.0,37,77.48
8.0,4,83.55
31.0,11,333.26
22.0,12,67.65
21.0,51,160.3
37.0,31,356.94
36.0,45,308.12
19.0,63,333.69
30.0,61,524.74
29.0,71,521.8
26.0,66,395.73
18.0,42,260.09
19.0,54,351.19
18.0,70,339.03
18.0,6,183.84
30.0,27,296.19
33.0,17,152.01
37.0,22,293.34
31.0,9,260.9
37.0,36,225.82
18.0,42,295.39
6.0,14,115.01
18.0,5,347.35
21.0,4,372.19
10.0,23,61.0
25.0,20,399.87
20.0,17,162.79
18.0,20,211.37
10.0,50,147.0
41.0,13,177.53
37.0,11,322.31
3.0,3,13.49
2.0,2,12.67
17.0,27,103.2
50.0,19,961.25
17.0,13,341.85
1.0,2,15.79
19.0,2,285.96
1.0,39,8.85
0.0,17,5.59
0.0,29,5.43
0.0,26,5.51
0.0,35,5.59
0.0,24,6.44
0.0,28,5.48
0.0,22,5.53
0.0,18,6.67
12.0,2,461.04
2.0,5,13.45
1.0,15,12.41
35.0,5,353.09
40.0,5,299.79
34.0,12,390.04
23.0,4,160.0
34.0,7,283.01
20.0,8,203.99
26.0,13,286.41
48.0,14,327.79
49.0,4,334.39
49.0,8,471.5
43.0,4,431.46
52.0,9,630.4
30.0,7,547.5
41.0,4,519.46
35.0,3,485.8
32.0,6,323.92
32.0,2,286.36
5.0,2,341.19
32.0,5,358.87
43.0,4,569.37
24.0,5,320.02
44.0,2,322.26
72.0,1,466.12
5.0,4,226.96
17.0,1,357.08
15.0,2,706.86
17.0,3,123.58
38.0,2,470.87
39.0,3,425.51
43.0,6,380.53
18.0,58,240.83
27.0,24,201.52
7.0,56,113.1
22.0,57,295.84
20.0,24,70.85
14.0,56,93.36
19.0,36,83.16
20.0,25,126.77
39.0,12,150.13
43.0,30,310.14
39.0,46,673.94
31.0,34,401.44
33.0,13,115.4
44.0,48,443.29
13.0,31,120.26
12.0,22,87.99
14.0,19,64.37
13.0,55,130.63
21.0,16,57.81
16.0,30,87.31
14.0,33,120.64
33.0,15,82.33
20.0,26,82.9
16.0,46,96.6
22.0,25,125.61
10.0,44,134.76
13.0,44,106.64
9.0,54,101.25
10.0,61,90.78
16.0,57,183.24
10.0,31,58.05
10.0,35,110.49
21.0,14,73.76
9.0,59,116.95
12.0,19,62.59
32.0,56,473.78
16.0,32,138.46
22.0,13,52.94
7.0,80,108.34
30.0,18,133.88
28.0,24,132.21
30.0,24,157.92
8.0,34,215.67
29.0,24,355.96
20.0,42,237.73
11.0,47,148.59
21.0,36,286.13
18.0,19,230.37
20.0,33,221.16
19.0,46,213.22
18.0,72,300.0
28.0,47,327.9
28.0,60,371.15
33.0,59,318.38
16.0,34,196.55
19.0,39,167.29
10.0,31,140.0
29.0,10,301.48
39.0,52,399.39
21.0,24,128.41
19.0,22,109.18
13.0,39,161.31
19.0,33,180.75
18.0,35,128.35
16.0,44,141.81
13.0,43,184.0
30.0,9,224.42
27.0,24,215.24
17.0,95,730.04
31.0,34,340.67
22.0,18,221.31
16.0,68,314.28
38.0,18,317.57
20.0,9,478.55
16.0,23,366.75
22.0,10,244.88
54.0,1,413.09
14.0,23,300.27
27.0,4,111.83
27.0,6,237.36
1.0,10,5.56
14.0,64,322.63
25.0,36,397.19
20.0,40,361.45
18.0,34,298.99
16.0,11,277.02
9.0,19,162.3
0.0,6,6.88
18.0,52,265.0
15.0,14,439.49
20.0,19,404.45
1.0,18,14.71
2.0,32,22.62
1.0,23,20.54
2.0,26,30.85
4.0,22,52.52
20.0,17,225.43
40.0,4,100.99
19.0,23,462.03
1.0,37,27.4
20.0,3,141.84
37.0,16,601.48
32.0,11,239.38
6.0,5,57.16
25.0,10,389.87
26.0,7,385.9
18.0,2,38.08
2.0,7,44.9
3.0,14,52.34
4.0,4,55.45
2.0,30,12.16
1.0,28,13.49
1.0,44,5.51
0.0,36,5.37
0.0,41,5.43
14.0,26,242.68
12.0,13,322.74
17.0,8,303.08
4.0,20,106.15
30.0,33,1076.85
24.0,10,148.3
1.0,6,11.9
1.0,11,12.72
33.0,1,333.65
27.0,31,134.82
37.0,24,201.08
15.0,25,86.55
27.0,60,151.72
39.0,27,452.22
23.0,26,361.58
19.0,17,162.13
21.0,5,321.0
29.0,1,406.33
33.0,10,320.27
8.0,49,227.05
25.0,5,374.46
20.0,42,344.49
12.0,24,184.94
14.0,30,230.0
3.0,65,39.22
11.0,36,336.37
22.0,2,242.6
35.0,19,326.76
34.0,3,202.98
1.0,39,7.12
0.0,27,7.65
0.0,31,5.96
1.0,28,6.25
1.0,26,7.07
0.0,35,6.64
0.0,42,8.49
0.0,38,7.77
5.0,2,103.05
2.0,4,44.82
22.0,27,131.24
23.0,18,89.28
14.0,28,396.25
20.0,34,398.41
6.0,25,161.79
5.0,15,66.78
37.0,18,321.78
13.0,2,225.16
43.0,2,140.53
22.0,52,312.48
10.0,9,57.57
43.0,2,48.55
19.0,11,97.22
22.0,21,237.25
35.0,12,146.4
50.0,15,176.7
30.0,15,152.3
34.0,9,69.63
45.0,21,213.8
57.0,17,267.37
36.0,8,173.19
24.0,9,117.71
33.0,6,54.3
17.0,17,136.49
16.0,8,105.89
21.0,25,133.9
21.0,20,145.31
39.0,6,173.7
25.0,22,266.45
30.0,7,185.63
33.0,16,140.72
40.0,9,164.59
17.0,5,314.42
33.0,6,156.92
30.0,13,146.12
23.0,45,206.08
34.0,33,216.3
22.0,45,235.77
43.0,33,276.77
44.0,38,337.68
28.0,21,310.62
26.0,21,455.68
40.0,16,225.59
22.0,28,288.07
50.0,9,416.62
3.0,6,32.08
25.0,16,401.35
21.0,31,355.34
24.0,32,195.32
9.0,34,306.44
36.0,7,64.13
51.0,33,693.9
23.0,4,166.5
36.0,18,326.24
21.0,9,260.2
27.0,11,263.1
24.0,21,360.28
17.0,11,209.9
15.0,19,176.0
25.0,9,205.0
25.0,11,271.15
31.0,10,270.2
24.0,7,233.07
26.0,15,186.12
34.0,11,177.0
54.0,12,504.0
21.0,15,186.4
31.0,6,310.08
1.0,2,5.0
13.0,54,293.13
31.0,34,420.44
14.0,76,463.82
22.0,17,236.14
22.0,19,253.42
1.0,14,16.86
2.0,17,15.21
2.0,9,13.46
1.0,12,13.1
2.0,10,10.0
1.0,14,11.01
2.0,11,20.38
1.0,22,10.66
44.0,2,138.07
31.0,11,648.79
31.0,16,333.27
22.0,7,387.37
21.0,6,286.19
26.0,3,332.21
21.0,8,481.89
10.0,9,118.02
3.0,12,26.91
15.0,4,99.56
12.0,34,136.09
32.0,6,257.74
33.0,17,309.15
60.0,14,299.8
100.0,5,245.2
64.0,9,264.1
19.0,6,97.4
32.0,11,190.8
52.0,21,719.75
68.0,8,351.55
56.0,12,229.16
23.0,3,145.98
32.0,5,685.04
23.0,2,543.14
17.0,6,541.33
25.0,4,168.04
17.0,5,158.31
37.0,3,83.76
13.0,6,436.7
32.0,73,652.47
29.0,43,407.8
46.0,12,127.93
16.0,54,216.93
19.0,73,421.73
35.0,43,291.35
48.0,7,91.9
42.0,19,85.68
25.0,34,294.85
17.0,51,233.72
28.0,47,341.82
46.0,55,795.46
30.0,76,480.87
31.0,78,464.88
17.0,88,273.7
39.0,19,99.13
37.0,68,766.95
3.0,52,60.2
1.0,43,9.7
13.0,42,194.2
33.0,34,215.81
28.0,49,441.2
40.0,48,548.93
52.0,3,85.78
29.0,39,310.34
53.0,3,37.8
1.0,22,11.7
12.0,27,405.0
8.0,52,176.0
6.0,7,54.81
32.0,1,295.95
26.0,32,99.76
34.0,25,151.77
29.0,24,115.87
20.0,13,82.33
20.0,17,89.0
45.0,14,216.1
23.0,17,87.05
1.0,24,10.36
22.0,49,375.94
37.0,8,48.25
28.0,35,345.0
39.0,22,250.77
26.0,26,295.6
6.0,22,28.51
21.0,48,254.05
38.0,39,311.69
13.0,26,290.47
13.0,24,202.0
26.0,11,173.77
23.0,14,219.63
38.0,11,245.67
31.0,58,478.11
10.0,49,139.3
33.0,38,489.15
24.0,15,44.3
34.0,23,167.93
28.0,50,408.01
30.0,43,298.66
17.0,53,236.58
22.0,54,355.71
20.0,43,213.25
1.0,29,9.19
35.0,10,350.6
29.0,13,210.31
4.0,9,28.25
28.0,15,190.22
18.0,16,53.54
34.0,21,132.0
48.0,4,103.77
35.0,16,224.25
52.0,12,369.2
39.0,8,121.5
50.0,25,399.0
2.0,54,24.42
27.0,48,254.52
28.0,54,487.53
28.0,40,281.38
2.0,56,24.05
34.0,31,192.75
23.0,37,210.7
7.0,60,144.16
21.0,49,340.12
28.0,32,253.28
2.0,8,18.67
3.0,11,26.57
3.0,23,37.81
39.0,10,210.52
7.0,8,21.22
56.0,8,283.45
35.0,16,298.5
56.0,10,510.15
37.0,18,350.0
37.0,14,336.65
54.0,12,409.0
43.0,17,313.25
47.0,26,355.2
55.0,19,443.95
10.0,6,80.74
4.0,15,46.2
4.0,15,24.49
12.0,19,149.15
27.0,2,487.73
4.0,6,66.88
6.0,3,48.12
3.0,5,30.25
30.0,43,504.56
35.0,42,557.13
21.0,46,298.4
33.0,32,311.75
24.0,26,99.52
23.0,37,206.11
46.0,48,370.95
39.0,90,382.5
26.0,86,246.05
